,title,score,review_num,keyword,category,tokenized_keyword
1404,오십에 읽는 논어,9.8,16,"['공자', '지혜', '절반', '인생 후반전', '인생 후반', '이익']",인문,"['절반', '인생', '후반', '공자', '이익', '후반전', '지혜']"
1405,나는 나답게 살기로 했다,9.3,168,"['글쓰기', '트라우마', '사주', '명상', '자유', '성찰']",인문,"['자유', '사주', '글쓰기', '트라우마', '성찰', '명상']"
1406,2022 사이다 면접,9.4,5,"['임용', '학급 운영', '구상', '교과', '심층 면접', '문제 은행']",인문,"['심층', '운영', '학급', '문제', '임용', '교과', '구상', '은행', '면접']"
1407,아직 오지 않은 날들을 위하여,10.0,11,"['철학', '나이', '몽테뉴', '루틴', '황혼', '평균 수명']",인문,"['철학', '몽테뉴', '나이', '루틴', '수명', '황혼', '평균']"
1408,어른의 문답법,9.5,75,"['논리학', '대화법', '대화 기술', '논쟁', '타파', '불통']",인문,"['기술', '대화법', '논리학', '타파', '불통', '대화', '논쟁']"
1409,인간으로 사는 일은 하나의 문제입니다,10.0,28,"['인문교양', '정치인', '관통', '공동체', '서울대', '정치철학']",인문,"['철학', '교양', '관통', '인문', '공동체', '서울대', '정치인', '정치']"
1410,공정하다는 착각(30만 부 기념 리커버 에디션)(리커버:K),9.0,14896,"['인문교양서', '사회학', '능력주의', '정의', '공동선', '굴욕']",인문,"['사회학', '교양서', '공동선', '정의', '능력주의', '인문', '굴욕']"
1411,아버지의 죽음 앞에서,10.0,31,"['사랑', '이별', '마지막 순간', '가디언', '감동', '선데이']",인문,"['마지막', '선데이', '감동', '가디언', '이별', '순간', '사랑']"
1412,일생일문,9.7,38,"['질문', '교육 방송', '3.1운동', '도가니', '이봉창', '농민']",인문,"['도가니', '질문', '교육', '이봉창', '농민', '.', '3', '1', '운동', '방송']"
1413,당신이 내 이름을 불러준 순간,0.0,0,"['위로', '작가', '심리학', '문장', '인문', '통찰']",인문,"['심리학', '위로', '문장', '통찰', '인문', '작가']"
1414,공간의 미래,9.2,3626,"['인문교양서', '목구조', '물류', '예측', '학교', '도시']",인문,"['교양서', '목구조', '인문', '예측', '물류', '도시', '학교']"
1415,"큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1, 2, 3급)(상)(2021)",9.9,250,"['합격', '판서', '이회영', '최신 기출문제', '연표', '앞표지']",인문,"['판서', '기출문제', '합격', '최신', '연표', '앞표지', '이회영']"
1416,질서 너머(특별 한정판 골드에디션),9.0,3897,"['인생', '인문교양서', '유튜브', '법칙', '두려움', '허무주의']",인문,"['교양서', '법칙', '인생', '두려움', '인문', '유튜브', '허무주의']"
1417,생각한다는 착각,7.8,33,"['심리학', '내면 세계', '통찰력', '즉흥', '인간내면', '지그문트 프로이트']",인문,"['심리학', '인간', '지그문트', '즉흥', '통찰력', '내면', '세계', '프로이트']"
1418,"큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1, 2, 3급)(하)(2021)",9.9,220,"['합격', '판서', '최재형', '기출 모의고사', '최신 기출문제', '연표']",인문,"['최재형', '기출', '판서', '기출문제', '합격', '최신', '연표', '모의고사']"
1419,2022 사이다 수업,7.5,1,"['임용', '과정 중심 평가', '임용고시', '경기도 교육청', '예비 교사', '신규']",인문,"['평가', '과정', '교육청', '임용', '예비', '중심', '교사', '신규', '경기도', '고시']"
1420,미움받을 용기,9.2,2639,"['심리학', '철학자', '인간관계', '자기계발', '아들러 심리학', '현대 심리학']",인문,"['현대', '심리학', '인간', '자기', '철학자', '아들러', '계발', '관계']"
1421,사피엔스 그래픽 히스토리. 2: 문명의 기둥,0.0,0,"['카프카', '농업 혁명', '로케이션', '공자', '관료제', '작물']",인문,"['혁명', '카프카', '작물', '로케이션', '농업', '공자', '관료제']"
1422,사피엔스,9.3,14680,"['인류학', '호모 사피엔스', '호모 에렉투스', '인류문명', '과학 혁명', '종만']",인문,"['혁명', '문명', '과학', '인류', '사피엔스', '호모', '에렉투스', '종만', '인류학']"
1423,지적 대화를 위한 넓고 얕은 지식: 제로 편,9.2,9778,"['인문교양', '싯다르타', '밀리언셀러', '인문사회', '제로', '우파니샤드']",인문,"['교양', '인문', '밀리언셀러', '제로', '사회', '싯다르타', '우파니샤드']"
1424,필로소피 랩,9.6,90,"['철학자', '질문', '소크라테스', '철학 개념', '응답', '보부아르']",인문,"['철학', '개념', '소크라테스', '철학자', '질문', '보부아르', '응답']"
1425,의미의 지도,10.0,8,"['심리학', '신념', '혼돈', '탐험', '위험천만', '믿음']",인문,"['탐험', '심리학', '신념', '천만', '혼돈', '위험', '믿음']"
1426,2022 임용 면접의 MIND,0.0,0,"['과정 중심 평가', '초시', '마인드맵', '학습 공동체', '합격자', '교과']",인문,"['평가', '마인드맵', '초시', '과정', '학습', '합격자', '중심', '공동체', '교과']"
1427,숫자는 어떻게 진실을 말하는가(양장본 HardCover),9.0,48,"['환경', '경제', '전기 자동차', '태양광 발전', '통계 분석', '데이터']",인문,"['전기', '경제', '환경', '자동차', '통계', '태양광', '발전', '분석', '데이터']"
1428,정의란 무엇인가(마이클 샌델),9.5,1595,"['철학', '인문교양서', '존 롤스', '공리주의', '신념', '벤담']",인문,"['철학', '교양서', '롤스', '신념', '인문', '벤담', '존', '공리주의']"
1429,지적 대화를 위한 넓고 얕은 지식. 1,9.3,994,"['역사', '인문학', '밀리언셀러', '사회', '독서 모임', '자본주의']",인문,"['밀리언셀러', '인문학', '자본주의', '역사', '사회', '모임', '독서']"
1430,"2021 해커스 한국사능력검정시험 2주 합격 심화 1,2,3급",9.5,79,"['마인드맵', '실전 느낌', '약점 보완', '핵심 포인트', '오답 분석', '시크릿']",인문,"['핵심', '마인드맵', '시크릿', '보완', '실전', '느낌', '약점', '포인트', '분석', '오답']"
1431,문제는 무기력이다,8.5,54,[],인문,[]
1432,행복의 지도,9.7,82,"['가족', '소크라테스', '부탄', '문화', '아이슬란드', '교양철학']",인문,"['아이슬란드', '문화', '교양', '소크라테스', '철학', '가족', '부탄']"
1433,초역 니체의 말(양장본 HardCover),9.7,121,"['위로', '철학자', '일본', '마음', '철학', '통찰력']",인문,"['철학', '철학자', '위로', '일본', '통찰력', '마음']"
1434,생각을 바꾸는 생각들,9.4,96,"['리더십', '피터슨', '유발 하라리', '갈등', '유누스', '문화']",인문,"['하라리', '문화', '갈등', '유발', '리더십', '피터슨', '유누스']"
1435,자존감 수업,9.2,5229,"['심리학', '인간관계', '상처', '이별', '미움', '회복']",인문,"['심리학', '인간', '상처', '이별', '관계', '회복', '미움']"
1436,나는 왜 생각이 많을까?,9.8,33,"['뇌과학', '루틴', '능률', '교양심리', '연구 기관', '몸']",인문,"['교양', '뇌', '기관', '심리', '과학', '능률', '연구', '루틴', '몸']"
1437,타인의 친절,10.0,1,"['침팬지', '인간', '유인원', '러프', '행동 변화', '진화']",인문,"['러프', '침팬지', '인간', '유인원', '변화', '행동', '진화']"
1438,대한민국 교육트렌드 2022,0.0,0,"['지방 선거', '시도 교육청', '학습 공동체', '이해 관계자', '교육부', '원격 교육']",인문,"['지방', '학습', '교육부', '선거', '관계자', '교육청', '이해', '교육', '공동체', '원격', '시도']"
1439,지적 대화를 위한 넓고 얕은 지식. 2,9.4,393,"['철학', '인문학', '과학', '예술', '밀리언셀러', '독서 모임']",인문,"['철학', '과학', '밀리언셀러', '인문학', '예술', '모임', '독서']"
1440,문제는 무기력이다,0.0,0,"['우울증', '좌절', '대한', '치료법', '방해', '심신']",인문,"['우울증', '치료법', '대한', '심신', '방해', '좌절']"
1441,퓰리처 글쓰기 수업,9.9,82,"['퓰리처상', '장강명', '뇌과학', '글 솜씨', '스토리텔링', '코칭']",인문,"['장강명', '솜씨', '코칭', '뇌', '과학', '글', '스토리텔링', '퓰리처상']"
1442,왜 살아야 하는가,8.8,14,"['삶', '고전', '니체', '비트겐슈타인', '키르케고르', '교양철학']",인문,"['철학', '교양', '고전', '삶', '니체', '비트겐슈타인', '키르케고르']"
1443,"인문 여행자, 도시를 걷다",9.4,20,"['역사', '여행', '인문교양', '인문학', '여행지', '동학사']",인문,"['교양', '여행지', '인문', '인문학', '여행', '역사', '동학사']"
1444,12가지 인생의 법칙,9.0,1546,"['삶', '지혜', '심리학', '하버드대', '경계선', '영미']",인문,"['심리학', '경계선', '영미', '삶', '하버드대', '지혜']"
1445,역사의 쓸모,9.7,1233,"['삶', '이회영', '궤적', '성찰', '구텐베르크', '아이폰']",인문,"['삶', '아이폰', '구텐베르크', '궤적', '성찰', '이회영']"
1446,천재의 지도,10.0,3,"['철학자', '도약', '레오나르도 다빈치', '마리 퀴리', '창의', '인플레이션']",인문,"['창의', '도약', '철학자', '퀴리', '인플레이션', '마리', '레오나르도', '다빈치']"
1447,채터 당신 안의 훼방꾼,9.6,23,"['심리학', '감정', '내면', '에디터스', '심리 실험', '성격 이론']",인문,"['심리학', '에디터스', '심리', '이론', '감정', '성격', '내면', '실험']"
1448,팩트풀니스(양장본 HardCover),9.5,1925,"['침팬지', '편견', '확증편향', '탈진실', '자연재해', '데이터']",인문,"['침팬지', '편견', '자연재해', '확증편향', '데이터', '탈', '진실']"
1449,사피엔스 그래픽 히스토리. 1: 인류의 탄생,9.8,82,"['인문교양서', '스토리 텔링', '그래픽노블', '원작', '노블', '피고']",인문,"['고', '교양서', '그래픽', '텔링', '인문', '원작', '스토리', '피', '노블']"
1450,나도 아직 나를 모른다(개정판),9.7,43,"['위로', '자존감', '심리치료', '우울증', '과학', '임상 심리학']",인문,"['심리학', '위로', '우울증', '과학', '심리치료', '자존', '임상', '감']"
1451,"2022 에듀윌 한국사능력검정시험 기본서 심화(1, 2, 3급) 상+하 세트(전2권)",10.0,20,"['합격', '국사', '부스터', '빈출 문제', '빈출 개념', '입 문자']",인문,"['개념', '문제', '합격', '빈출', '문자', '입', '국사', '부스터']"
1452,난생 처음 한번 공부하는 미술 이야기. 5: 이탈리아 르네상스 문명과 미술(난처한 시리즈),9.6,177,"['미술사', '그림', '건축', '여행 가이드', '구어체', '사학']",인문,"['가이드', '구어체', '여행', '건축', '미술사', '그림', '사학']"
1453,군주론(현대지성 클래식 38),9.7,34,"['움베르토 에코', '서양철학', '군주', '교황청', '금서', '열망']",인문,"['움베르토', '철학', '금서', '에코', '열망', '교황청', '서양', '군주']"
1454,"메타버스 FOR 에듀테크: 게더타운, 제페토, 이프랜드, 가상현실 코스페이시스",10.0,8,"['인공지능', '온라인', '4차산업혁명', '기획', '증강현실', '미래인재']",인문,"['혁명', '증강현실', '미래', '차', '기획', '인재', '온라인', '인공지능', '산업', '4']"
1455,2022 인생일력,9.2,3,"['호랑이', '동양 고전', '한서', '논어', '맹자', '조선 사람']",인문,"['고전', '조선', '사람', '맹자', '논어', '호랑이', '동양', '한서']"
1456,"2021 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1, 2, 3급)",10.0,65,"['선택지', '김득신', '최신 기출문제', '조선', '앞표지', '실제 시험지']",인문,"['선택지', '조선', '실제', '기출문제', '김득신', '최신', '시험지', '앞표지']"
1457,당신이 옳다,9.2,7005,"['공감', '심리', '치유', '심리치유', '외주', '고스']",인문,"['심리', '외주', '치유', '공감', '고스']"
1458,기분이 태도가 되지 않으려면,8.0,8,"['감정', '무기력', '우울', '슬픔', '상담', '글쓰기']",인문,"['감정', '슬픔', '글쓰기', '상담', '기력', '무', '우울']"
1459,명상록(완역판)(현대지성 클래식 18),9.6,276,"['철학', '플라톤', '에픽테토스', '스토아 철학', '스토아', '그리스어']",인문,"['철학', '스토아', '그리스어', '에픽테토스', '플라톤']"
1460,문화 트렌드 2022,0.0,0,"['지류', '구독', '이방인', '보복', '테크', '예능']",인문,"['이방인', '구독', '예능', '보복', '테크', '지류']"
1461,몰입의 즐거움(리커버판)(개정판)(양장본 HardCover),9.3,97,"['사랑', '전자책', '행복론', '스페셜 에디션', '인생론', '바이블']",인문,"['행복', '전자책', '인생론', '스페셜', '에디션', '바이블', '사랑', '론']"
1462,나는 왜 네 말이 힘들까,9.3,161,"['대화법', '관계', '상대', '행복', '관계맺기', '거절']",인문,"['행복', '대화법', '맺', '기', '거절', '관계', '상대']"
1463,1일 1페이지 짧고 깊은 지식수업 365: 통찰력 편,0.0,1,"['그림책', '심지', '명문장', '명언', '음악 지식', '철학 소설']",인문,"['소설', '철학', '명문장', '명언', '지식', '심지', '음악', '그림책']"
1464,"몸에서 자연으로, 마음에서 우주로",10.0,2,"['생명', '동의보감', '초기 경전', '동양 의학', '양생', '불교']",인문,"['초기', '불교', '동의보감', '경전', '양생', '의학', '동양', '생명']"
1465,아비투스,8.7,963,"['인문교양서', '심리', '습관', '철학자', '부르디외', '지식']",인문,"['교양서', '지식', '철학자', '습관', '심리', '인문', '부르디외']"
1466,2022 특수교사 임용의 정석 2차 합격서: 유 초등 특수편,10.0,1,"['유아', '교직', '수업 실연', '적성', '심층 면접', '학습 지도안']",인문,"['학습', '심층', '교직', '실연', '수업', '지도안', '유아', '적성', '면접']"
1467,The Three Kingdoms 만화 삼국지 세트(전2권),10.0,1,"['제갈공명', '관우', '조조', '적벽 대전', '요코야마', '유비']",인문,"['조조', '관우', '적벽', '요코야마', '유비', '대전', '제갈공명']"
1468,읽는 인간 리터러시를 경험하라,10.0,11,"['문해력', '가짜 뉴스', '맥락', '디자인', '브렉 시트', '도구']",인문,"['가짜', '맥락', '문해력', '디자인', '뉴스', '도구', '브렉', '시트']"
1469,죽은 자가 말할 때,10.0,11,"['죽음', '법의학', '학자', '마지막 순간', '클라', '부검']",인문,"['법의학', '학자', '마지막', '부검', '클라', '순간', '죽음']"
1470,"난생 처음 한번 공부하는 미술 이야기. 1: 원시, 이집트, 메소포타미아 문명과 미술(난처한 시리즈)",9.7,238,"['미술사', '로마 문명', '제물', '암반', '청전', '낙찰']",인문,"['청전', '문명', '낙찰', '암반', '미술사', '제물', '로마']"
1471,심리 읽어드립니다,10.0,45,"['코로나', '유튜브', '사피엔스', '스튜디오', '채널', '심리학자']",인문,"['채널', '심리학자', '스튜디오', '유튜브', '사피엔스', '코로나']"
1472,난생 처음 한번 공부하는 미술 이야기. 6: 초기 자본주의와 르네상스의 확산(난처한 시리즈),9.6,159,"['교회', '베네치아', '서양미술사', '플랑드르', '미술작품', '미술감상']",인문,"['미술', '감상', '베네치아', '서양', '미술사', '플랑드르', '작품', '교회']"
1473,진리쌤 체육교원임용(3판),0.0,0,"['학습 지도안', '수업 실연', '수업 사례', '원격 수업', '동아 출판', '탁구']",인문,"['학습', '출판', '탁구', '수업', '실연', '원격', '동아', '지도안', '사례']"
1474,어른의 어휘력,8.6,382,"['글쓰기', '공감', '낱말', '작가', '모국어', '어휘']",인문,"['공감', '글쓰기', '모국어', '어휘', '낱말', '작가']"
1475,2022 하이패스 2차 심층면접 집단토의,0.0,0,[],인문,[]
1476,2022 하이패스(HIPASS) 2차 수업실연 수업과정안,0.0,0,[],인문,[]
1477,믿는 인간에 대하여,9.8,72,"['예루살렘', '라틴어', '수도자', '유다', '헌법학', '취약 계층']",인문,"['수도자', '취약', '유다', '헌법학', '라틴어', '예루살렘', '계층']"
1478,두 사람이 걷는 법에 대하여(양장본 HardCover),10.0,2,"['혐오', '한나 아렌트', '사유', '철학에세이', '모두', '하나님']",인문,"['사유', '철학', '한나', '하나님', '아렌트', '모두', '에', '혐오', '세이']"
1479,미움받을 용기. 2,9.4,548,"['심리학', '철학자', '인생', '인간관계', '아들러 심리학', '자립']",인문,"['심리학', '인간', '철학자', '인생', '아들러', '자립', '관계']"
1480,도시는 무엇으로 사는가,9.2,1504,"['역사', '인문교양서', '과학', '옹벽', '부하 직원', '센트럴 파크']",인문,"['교양서', '파크', '직원', '과학', '센트럴', '인문', '벽', '부하', '옹', '역사']"
1481,노화의 종말,9.0,171,"['하버드', '인문교양', '기술', '프로그래밍', '유전학', '장수']",인문,"['기술', '교양', '프로그래밍', '인문', '하버드', '장수', '유전학']"
1482,매우 예민한 사람들을 위한 책(10만 부 기념 리커버)(양장본 HardCover),9.0,333,"['심리학', '우울증', '상담', '임상시험', '슈만', '교양심리']",인문,"['교양', '심리학', '우울증', '심리', '임상시험', '슈만', '상담']"
1483,도시의 보이지 않는 99%,8.4,11,"['숨은그림찾기', '상호 작용', '과속', '진화', '교통 신호', '팟캐스트']",인문,"['숨은그림찾기', '상호', '작용', '교통', '과속', '팟캐스트', '신호', '진화']"
1484,비폭력대화,9.6,123,"['인간관계', '심리상담', '디팩', '초프라', '의사소통', '백문']",인문,"['인간', '심리', '디팩', '백문', '상담', '관계', '의사소통', '초프라']"
1485,나에게 나를 입힌다,10.0,1,"['인간관계', '내면', '멘토', '인생', '사랑', '경험']",인문,"['멘토', '인간', '인생', '내면', '경험', '사랑', '관계']"
1486,생각의 지도,9.5,190,"['동양', '비교문화', '서양', '서양인', '차이', '고대 그리스']",인문,"['문화', '차이', '그리스', '서양인', '고대', '서양', '비교', '동양']"
1487,헤이트(Hate)(양장본 HardCover),10.0,35,"['법학', '인류학', '비극', '심리학', '인종주의', '미디']",인문,"['인종주의', '심리학', '미디', '비극', '법학', '인류학']"
1488,난생 처음 한번 공부하는 미술 이야기. 3: 초기 기독교 문명과 미술(난처한 시리즈),9.5,147,"['콘스탄티누스', '서양미술사', '콘스탄티노플', '미술작품', '청빈', '미술감상']",인문,"['청빈', '콘스탄티누스', '미술', '감상', '서양', '미술사', '콘스탄티노플', '작품']"
1489,음악과 교수학습의 실제(예비교사와 임용고사 수험생을 위한)(2판),0.0,0,"['문항', '지도안', '실습', '수업 실연', '설계', '설정']",인문,"['설정', '수업', '실연', '설계', '지도안', '문항', '실습']"
1490,공간이 만든 공간,9.3,770,"['역사', '인문교양', '과학', '건축 디자인', '제약', '유전자']",인문,"['교양', '과학', '인문', '건축', '디자인', '역사', '유전자', '제약']"
1491,여덟 단어,9.5,663,"['인생', '고전', '국립중앙도서관', '자존', '권위', '人生']",인문,"['고전', '인생', '국립중앙도서관', '자존', '권위', '人生']"
1492,오래된 질문,9.6,70,"['스님', '철학', '종교', '노블', '한국 불교', '사찰']",인문,"['철학', '종교', '사찰', '한국', '스님', '불교', '노블']"
1493,걸어 다니는 어원 사전,9.5,190,"['인문교양서', '전쟁사', '독성학', '마조히즘', '단어', '꼬리']",인문,"['마조히즘', '전쟁사', '교양서', '독성학', '인문', '단어', '꼬리']"
1494,내 문장이 그렇게 이상한가요?,9.3,497,"['글쓰기', '보문', '교열', '문장작법', '한국어 표현', '제안서']",인문,"['교열', '표현', '문장', '글쓰기', '제안서', '보문', '한국어', '작법']"
1495,인간 본성의 법칙(양장본 HardCover),9.5,655,"['심리학', '내면', '감정', '인간관계', '시기심', '뇌 구조']",인문,"['심리학', '인간', '뇌', '감정', '구조', '내면', '시기심', '관계']"
1496,행복의 기원(양장본 HardCover),10.0,7,"['이레', '아픔', '인지심리학', '처방', '교양심리', '심리학자']",인문,"['처방', '교양', '심리학', '심리', '심리학자', '아픔', '이레', '인지']"
1497,교실속 갈등 상황 100문 101답. 1: 중등,9.9,47,"['판타지소설', '판타지', '교육에세이', '패거리', '복학생', '여교사']",인문,"['소설', '여교사', '판타지', '교육', '복학생', '에', '패거리', '세이']"
1498,번역의 모험(양장본 HardCover),10.0,4,"['한국어', '일본어', '문장 부호', '주제어', '쉼표', '번역가']",인문,"['주제', '문장', '어', '부호', '한국어', '번역가', '일본어', '쉼표']"
1499,홀로서기 심리학,9.6,265,"['감정', '상처', '습관', '타인', '홀로서기', '심리']",인문,"['상처', '습관', '심리', '감정', '타인', '홀로', '서기']"
1500,남편을 버려야 내가 산다,8.5,17,"['감정', '심리', '아내', '교양심리', '욕망', '자립']",인문,"['아내', '교양', '심리', '감정', '욕망', '자립']"
1501,무기력이 무기력해지도록,9.8,24,"['감정', '우울증', '마음', '습관', '작업 기억', '루틴']",인문,"['기억', '작업', '습관', '우울증', '감정', '루틴', '마음']"
1502,난생 처음 한번 공부하는 미술 이야기. 4: 중세 문명과 예술(난처한 시리즈),9.5,159,"['미술사', '로마네스크', '서양미술사', '스테인드글라스', '미술작품', '바이킹']",인문,"['미술', '스테인드글라스', '서양', '미술사', '로마네스크', '바이킹', '작품']"
1503,가르침을 멈추니 배움이 왔다,0.0,0,"['위로', '철학', '온라인 수업', '교실 수업', '아이', '학습 공동체']",인문,"['철학', '학습', '위로', '온라인', '수업', '공동체', '아이', '교실']"
1504,사랑의 기술(5판),9.5,164,"['심리학', '철학자', '질문', '라이너', '정신 분석 학자', '정신분석학']",인문,"['정신', '학자', '심리학', '철학자', '질문', '분', '라이너', '석학', '분석']"
1505,한국사능력검정시험: 심화(2022)(EBS),9.1,48,"['문항', '공무원 수험', '등급', '개편', '대단원', '인증']",인문,"['공무원', '인증', '등급', '개편', '단원', '수험', '문항', '대']"
1506,승자의 DNA,9.7,20,"['역사', '전쟁사', '나폴레옹', '미래', '아이젠하워', '윈스턴 처칠']",인문,"['전쟁사', '미래', '나폴레옹', '윈스턴', '역사', '처칠', '아이젠하워']"
1507,2022 선생님을 위한 수업실연 중등역사,0.0,0,"['임용', '문항', '과정 중심 평가', '지도안', '예비 교사', '예시']",인문,"['평가', '예시', '과정', '임용', '예비', '중심', '지도안', '문항', '교사']"
1508,2022 경기도 X파일,0.0,0,"['유아', '초등', '심층 면접', '교육청', '중등', '문항']",인문,"['심층', '중', '교육청', '등', '유아', '문항', '초등', '면접']"
1509,난생 처음 한번 공부하는 미술 이야기. 2: 그리스 로마 문명과 미술(난처한 시리즈),9.7,160,"['미술사', '메소포타미아', '미케네', '유럽 역사', '청전', '낙찰']",인문,"['청전', '메소포타미아', '낙찰', '유럽', '역사', '미술사', '미케네']"
1510,청소년상담사 2·3급 2차 면접대비(2021)(개정판 8판),10.0,11,"['합격', '질문', '실제 면접', '모의', '적중', '윤리']",인문,"['윤리', '실제', '질문', '모의', '합격', '적중', '면접']"
1511,길가메시 서사시(현대지성 클래식 40),10.0,79,"['지혜', '수메르', '대홍수', '폭군', '인류', '번역']",인문,"['대홍수', '인류', '폭군', '번역', '수메르', '지혜']"
1512,2022 선생님을 위한 수업실연: 중등역사 판서의 끝판왕,0.0,0,"['카드', '성취 기준', '정석', '예비', '핵심 테마', '교육 과정']",인문,"['핵심', '과정', '교육', '예비', '테마', '성취', '기준', '정석', '카드']"
1513,2022 수학 수업실연 A to Z,0.0,0,"['모의 평가', '발문', '예시', '지도안', '지도서', '기반']",인문,"['평가', '지도서', '예시', '발문', '지도안', '모', '의', '기반']"
1514,소유냐 존재냐(2판),9.7,50,"['종교', '휴머니스트', '항거', '인간', '명저', '휴머니즘']",인문,"['종교', '인간', '항거', '휴머니즘', '명저', '휴머니스트']"
1515,노자가 옳았다(양장본 HardCover),9.5,253,"['코로나', '철학자', '철학', '도덕경', '사상', '지구 온난화']",인문,"['철학', '철학자', '지구', '온난화', '사상', '코로나', '도덕경']"
1516,7일의 기적 한국사능력검정시험 심화(1.2.3급)(2022)(큰별쌤 최태성의 별별한국사),10.0,49,"['독립 협회', '동학 농민 운동', '갑신정변', '조선 전기', '개항', '경제 사회 문화']",인문,"['협회', '문화', '전기', '조선', '경제', '개항', '독립', '농민', '갑신정변', '사회', '동학', '운동']"
1517,나도 손글씨 바르게 쓰면 소원이 없겠네(소원풀이 시리즈 10),9.5,187,['바른글씨'],인문,"['바른', '글씨']"
1518,마이너 필링스(앳 시리즈 1),9.7,11,"['퓰리처상', '인문교양', '음악 용어', '자전적에세이', '파이널', '차별']",인문,"['용어', '교양', '에세이', '음악', '인문', '차별', '자전', '적', '파이널', '퓰리처상']"
1519,공부머리 독서법,9.5,2159,"['저학년', '독서 교육', '언어 능력', '독서지도', '독서 효과', '학습 만화']",인문,"['언어', '지도', '저', '학습', '교육', '학년', '만화', '능력', '독서', '효과']"
1520,모기 뒤에 숨은 코끼리,9.7,91,"['감정', '내면', '우울', '진료실', '존중', '담자']",인문,"['우울', '감정', '담자', '진료실', '내면', '존중']"
1521,감정이 아니라고 말할 때,9.8,33,"['사랑', '마음', '일신', '트라우마', '심해', '관심']",인문,"['심해', '마음', '일신', '트라우마', '관심', '사랑']"
1522,2022 에듀윌 KBS한국어능력시험 한권끝장 빈출이론편+기출변형 문제편,9.6,64,"['합격', '수험', '어휘 어법', '고등', '실전 동형 모의고사', '동형 모의고사']",인문,"['동형', '고등', '합격', '실전', '수험', '어휘', '어법', '모의고사']"
1523,자유론(리커버)(개정판)(책세상문고 고전의 세계),9.3,790,"['경제학자', '자유', '철학이론', '개별', '소수 의견', '사회']",인문,"['자유', '철학', '소수', '이론', '개별', '경제학자', '사회', '의견']"
1524,어디서 살 것인가,8.9,5565,"['브랜드', '인문교양서', '건축', '사회', '멀티플렉스', '건축 공간']",인문,"['교양서', '브랜드', '공간', '인문', '건축', '사회', '멀티플렉스']"
1525,생각이란 무엇인가(21세기를 위한 새로운 인본주의)(양장본 HardCover),0.0,0,"['철학자', '청각', '감각', '실재', '촉각', '미각']",인문,"['미각', '감각', '실재', '철학자', '청각', '촉각']"
1526,돈으로 살 수 없는 것들,9.6,216,"['지상주의', '자본주의', '생명 보험', '시장경제', '자율 규제', '도덕철학']",인문,"['철학', '시장', '경제', '자본주의', '도덕', '지상주의', '규제', '자율', '보험', '생명']"
1527,정리하는 뇌,9.1,432,"['뇌과학', '경제학', '인지', '말콤 글래드웰', '인지심리학', '아웃 라이어']",인문,"['심리학', '뇌', '라이어', '과학', '글래드웰', '경제학', '아웃', '말콤', '인지']"
1528,유시민의 글쓰기 특강,9.5,1369,"['인문교양', '인문학', '자유론', '논증', '독서법', '한국 현대사']",인문,"['교양', '한국', '독서법', '인문', '인문학', '논증', '자유론', '현대사']"
1529,"2021 해커스 한국사능력검정시험 기출문제집 심화(1,2,3급)(5판)",10.0,32,"['모의고사', '공략', '회차', '최신 기출', '부스터', '무료 해설 강의']",인문,"['회차', '무료', '기출', '강의', '해설', '최신', '공략', '모의고사', '부스터']"
1530,생각의 탄생(양장본 HardCover),9.4,234,"['패턴 인식', '발상법', '마르셀 뒤샹', '제인 구달', '창조', '양자론']",인문,"['제인', '발', '양자론', '상법', '인식', '창조', '뒤샹', '마르셀', '구달', '패턴']"
1531,인간의 130가지 감정 표현법,9.3,43,"['대시보드', '묘사', '플롯', '자기혐오', '증발', '양태']",인문,"['자기혐오', '플롯', '증발', '양태', '묘사', '대시보드']"
1532,2022년 유아특수 2차임용 합격상자,0.0,0,"['문항', '실전 모의고사', '교직', '수업 실연', '적성', '인성 면접']",인문,"['교직', '수업', '실연', '실전', '문항', '적성', '인성', '모의고사', '면접']"
1533,2022 하이패스 2차 영어수업실연 및 영어면접,0.0,0,[],인문,[]
1534,철학은 어떻게 삶의 무기가 되는가,9.0,1755,"['철학자', '니체', '아이디어', '후설', '교양철학', '컨설팅']",인문,"['철학', '교양', '철학자', '후설', '니체', '컨설팅', '아이디어']"
1535,수도자처럼 생각하기,9.4,84,"['행복', '디팩', '초프라', '다르마', '나스닥', '루틴']",인문,"['디팩', '행복', '다르마', '루틴', '나스닥', '초프라']"
1536,내 안의 어린아이가 울고 있다,9.6,47,"['트라우마', '내면 아이', '임상 심리학', '애착 이론', '마음치유', '자아']",인문,"['심리학', '이론', '치유', '마음', '내면', '애착', '아이', '임상', '트라우마', '자아']"
1537,"전망하는 인간, 호모 프로스펙투스(반양장)",10.0,14,"['김경일', '상상', '긍정 심리학', '미래', '김태훈', '가능성']",인문,"['성', '김경일', '미래', '심리학', '김태훈', '상상', '가능', '긍정']"
1538,호모 데우스,9.3,2087,"['인문교양', '인류학', '사피엔스', '인본주의', '자연 선택', '인류세']",인문,"['교양', '인류세', '인문', '사피엔스', '인본주의', '자연', '인류학', '선택']"
